cat,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25
0.0,0.05848,0.018064,0.027264,0.02784,0.022752,0.019536,0.016624,0.016016,0.015984,0.018496,0.024048,0.035024,0.046592,0.0464,0.03744,0.029008,0.023808,0.01968,0.018544,0.019632,0.022048,0.025536,0.024128,0.015776,0.052096,0.319184
0.0,0.053792,0.01752,0.024144,0.02424,0.0204,0.017536,0.016416,0.016144,0.017984,0.021376,0.029248,0.041856,0.057088,0.05528,0.040144,0.033792,0.02584,0.0232,0.020176,0.02024,0.020272,0.021184,0.017584,0.01384,0.050176,0.300528
0.0,0.05968,0.01944,0.026608,0.026448,0.024,0.02032,0.016768,0.015568,0.0164,0.019168,0.022544,0.032432,0.042912,0.039904,0.02712,0.024352,0.018848,0.019232,0.017792,0.01888,0.0244,0.02704,0.02408,0.017696,0.060816,0.337552
0.0,0.059552,0.021008,0.026704,0.025664,0.022944,0.018736,0.014784,0.01416,0.014512,0.017744,0.025568,0.03264,0.04128,0.042672,0.03344,0.028608,0.022752,0.020176,0.018384,0.019024,0.023008,0.025008,0.023296,0.016128,0.053248,0.33896
0.0,0.045392,0.017952,0.02256,0.0248,0.021856,0.020304,0.018752,0.018672,0.019888,0.021936,0.032656,0.044864,0.058064,0.056144,0.042272,0.033248,0.026512,0.022992,0.020448,0.018704,0.02144,0.02304,0.02168,0.014912,0.047712,0.2832
0.0,0.052048,0.019104,0.024256,0.02528,0.022736,0.019648,0.018544,0.017008,0.018592,0.021968,0.027552,0.039008,0.050624,0.046496,0.03376,0.030448,0.022416,0.020592,0.019056,0.019152,0.021552,0.02248,0.023264,0.016752,0.051168,0.316496
0.0,0.066768,0.018896,0.025008,0.027104,0.025088,0.019376,0.017184,0.014832,0.015328,0.01728,0.020336,0.030688,0.041856,0.041168,0.027648,0.024224,0.018816,0.017584,0.017136,0.020048,0.023888,0.026896,0.023184,0.0148,0.062304,0.34256
0.0,0.064064,0.021024,0.028864,0.027136,0.02096,0.016832,0.015104,0.013824,0.014736,0.017584,0.020768,0.030208,0.037632,0.038016,0.029984,0.023856,0.020656,0.018816,0.018448,0.018896,0.021136,0.025248,0.024816,0.017984,0.0576,0.355808
0.0,0.055296,0.018768,0.024944,0.026,0.023056,0.018656,0.015056,0.015344,0.01768,0.019472,0.025712,0.036528,0.049328,0.04896,0.034208,0.027216,0.020592,0.020464,0.018832,0.019168,0.022208,0.02544,0.023984,0.015712,0.06136,0.316016
0.0,0.050688,0.01808,0.025072,0.026688,0.024064,0.020096,0.017056,0.017344,0.019376,0.021072,0.028384,0.042608,0.057376,0.05648,0.037616,0.030368,0.0232,0.02256,0.019104,0.020224,0.022768,0.023968,0.021936,0.014752,0.045952,0.293168
0.0,0.068016,0.022944,0.028,0.025312,0.019824,0.015824,0.013024,0.012336,0.012384,0.013536,0.018896,0.027152,0.036512,0.04176,0.031776,0.02632,0.019696,0.016096,0.015216,0.014832,0.01896,0.024064,0.025888,0.019552,0.061888,0.370192
0.0,0.054928,0.019616,0.02416,0.025392,0.023424,0.0188,0.015984,0.016576,0.017472,0.01848,0.024304,0.035168,0.045872,0.046384,0.03344,0.028032,0.019472,0.019728,0.017248,0.018736,0.02264,0.024672,0.02512,0.016656,0.059984,0.327712
0.0,0.048272,0.015888,0.02328,0.026096,0.024208,0.021344,0.019552,0.0204,0.020928,0.024736,0.03104,0.0432,0.054496,0.05272,0.04192,0.035104,0.027488,0.024384,0.021072,0.021616,0.022448,0.022912,0.020224,0.012432,0.047008,0.277232
0.0,0.047248,0.014304,0.02,0.02296,0.022832,0.021104,0.0184,0.01968,0.020992,0.028208,0.037664,0.054288,0.067664,0.064448,0.0456,0.033872,0.026432,0.022608,0.020352,0.021984,0.022544,0.022016,0.01832,0.011168,0.040544,0.254768
0.0,0.049808,0.016176,0.022816,0.024288,0.02416,0.021216,0.019072,0.019808,0.019824,0.023536,0.0296,0.039312,0.051184,0.054192,0.041248,0.033456,0.025792,0.023568,0.019968,0.021712,0.021072,0.02264,0.021776,0.013776,0.051312,0.288688
0.0,0.057312,0.020608,0.0276,0.026256,0.021088,0.017664,0.016288,0.01568,0.017824,0.019472,0.024672,0.033248,0.03984,0.04208,0.031136,0.026544,0.022176,0.019296,0.019248,0.020448,0.022128,0.024432,0.02432,0.016736,0.053904,0.34
0.0,0.048016,0.015488,0.02008,0.0208,0.019984,0.018688,0.01904,0.0204,0.024432,0.029296,0.035872,0.049344,0.058816,0.058032,0.046608,0.037984,0.028736,0.025344,0.020656,0.019712,0.020784,0.020752,0.018272,0.010896,0.043648,0.26832
0.0,0.048,0.017792,0.022784,0.023184,0.021232,0.018512,0.016944,0.01776,0.018816,0.02264,0.029632,0.038944,0.053584,0.061744,0.052144,0.039312,0.02968,0.022672,0.01856,0.017872,0.018544,0.021152,0.019024,0.01272,0.044192,0.29256
0.0,0.070352,0.022208,0.027024,0.028016,0.022672,0.018064,0.013808,0.012864,0.013152,0.015184,0.0184,0.025392,0.029248,0.030992,0.022576,0.019872,0.015904,0.017344,0.015632,0.018976,0.023472,0.027408,0.02704,0.019536,0.067984,0.37688
0.0,0.064656,0.02184,0.026304,0.024032,0.020288,0.017008,0.013728,0.014224,0.014448,0.015888,0.019712,0.030496,0.040896,0.041856,0.031056,0.02328,0.01776,0.015952,0.015056,0.016896,0.020416,0.024096,0.027072,0.017856,0.059552,0.365632
0.0,0.057136,0.023568,0.030816,0.02824,0.021568,0.014784,0.011088,0.011856,0.012192,0.01568,0.020864,0.035808,0.055632,0.051792,0.032656,0.026288,0.018464,0.0156,0.01512,0.017792,0.022912,0.026528,0.027456,0.017936,0.050544,0.33768
0.0,0.053408,0.017376,0.023232,0.025616,0.024368,0.022496,0.020464,0.019696,0.019872,0.02296,0.027632,0.0368,0.044992,0.047904,0.03672,0.029248,0.024688,0.023344,0.022656,0.022512,0.023696,0.026096,0.020752,0.013792,0.053536,0.296144
0.0,0.060176,0.01872,0.023968,0.025936,0.023248,0.019984,0.017328,0.018272,0.018608,0.021072,0.02744,0.03344,0.039248,0.039424,0.028976,0.025952,0.019872,0.018448,0.019328,0.021232,0.024896,0.026,0.023072,0.016656,0.05552,0.333184
0.0,0.053232,0.019248,0.024816,0.027008,0.024048,0.018912,0.016832,0.01728,0.018512,0.021872,0.028176,0.039904,0.049248,0.049648,0.03632,0.029456,0.02408,0.020624,0.020672,0.01944,0.0208,0.02528,0.022928,0.015968,0.048224,0.307472
0.0,0.063168,0.024928,0.028704,0.025312,0.020736,0.015984,0.012384,0.01256,0.012672,0.015232,0.019008,0.025152,0.029904,0.033312,0.024448,0.021936,0.01704,0.017616,0.015536,0.017408,0.021968,0.027824,0.028,0.019664,0.06424,0.385264
0.0,0.054144,0.019552,0.025408,0.024896,0.020352,0.017312,0.014208,0.015296,0.01624,0.020032,0.02712,0.0388,0.050256,0.051968,0.039264,0.031456,0.025392,0.021792,0.019744,0.020448,0.021728,0.02336,0.01992,0.014528,0.049568,0.317216
0.0,0.052544,0.016928,0.022192,0.024672,0.023136,0.021344,0.019456,0.019232,0.02136,0.02512,0.03336,0.043536,0.051008,0.049696,0.034224,0.02744,0.021872,0.02176,0.019328,0.021456,0.024304,0.024832,0.021984,0.014464,0.05144,0.293312
0.0,0.0736,0.025408,0.032768,0.027152,0.019264,0.013136,0.011152,0.010048,0.010256,0.01072,0.015392,0.02136,0.027328,0.028,0.020464,0.019296,0.015712,0.016,0.016048,0.018064,0.023456,0.028848,0.028,0.019536,0.06768,0.401312
0.0,0.056336,0.020208,0.026976,0.027568,0.022432,0.017856,0.01432,0.013904,0.015664,0.017472,0.021536,0.035792,0.056576,0.059008,0.037904,0.028944,0.021568,0.018624,0.018528,0.019056,0.021408,0.02424,0.023328,0.014992,0.05304,0.31272
0.0,0.050592,0.016208,0.02264,0.022496,0.020528,0.02048,0.0184,0.019056,0.019584,0.022544,0.028496,0.041408,0.05056,0.057904,0.04704,0.035536,0.027504,0.02408,0.021104,0.019424,0.02184,0.021504,0.019248,0.012784,0.045216,0.293824
0.0,0.055136,0.018992,0.024624,0.023488,0.02088,0.017744,0.017296,0.015984,0.016864,0.018048,0.022048,0.032544,0.044112,0.052928,0.046928,0.03896,0.02696,0.023152,0.019008,0.021056,0.021856,0.022112,0.020688,0.014288,0.056944,0.30736
0.0,0.05912,0.020656,0.02808,0.025808,0.022352,0.017952,0.015888,0.015264,0.01632,0.017824,0.024032,0.033392,0.040672,0.039168,0.028752,0.025664,0.019888,0.018528,0.017952,0.017968,0.021808,0.026368,0.0252,0.019104,0.056432,0.345808
0.0,0.045008,0.015904,0.020544,0.022048,0.020816,0.020608,0.018432,0.018896,0.020864,0.023664,0.033328,0.049504,0.071984,0.073392,0.05552,0.041472,0.02832,0.023088,0.018544,0.018288,0.0176,0.01976,0.016448,0.011312,0.043024,0.251632
0.0,0.063872,0.023296,0.02832,0.024512,0.01832,0.015744,0.012496,0.012768,0.01336,0.015712,0.019968,0.029712,0.042992,0.042112,0.030672,0.027104,0.020416,0.019168,0.017232,0.01728,0.020592,0.023472,0.022848,0.01808,0.059056,0.360896
0.0,0.066784,0.026384,0.031104,0.0284,0.021232,0.013056,0.010304,0.009888,0.010704,0.013056,0.016672,0.02584,0.032064,0.032576,0.025072,0.01968,0.014336,0.0148,0.013136,0.015344,0.02096,0.029168,0.03128,0.022736,0.05976,0.395664
